Country,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
ru,desnogorsk,54.150769,33.28151,14.13,85,92,14.23
in,mahe,11.7,75.533333,72.86,81,8,3.15
us,wauwatosa,43.0494444,-88.0075,44.98,83,75,19.46
ru,krasnogorsk,55.820356000000004,37.330166,16.95,79,0,11.18
sk,poprad,49.05,20.3,17.6,92,75,2.24
us,macon,32.8405556,-83.6325,53.91,76,1,5.82
lu,aspelt,49.5227778,6.2247222,33.85,100,0,4.7
at,langenzersdorf,48.3,16.35,35.6,93,75,4.7
in,damnagar,21.7,71.516667,54.18,57,0,3.71
ch,opfikon,47.432553000000006,8.580231,41,93,90,2.24
mx,tepic,21.5,-104.9,62.6,82,5,2.15
in,parbhani,19.266667,76.783333,57.87,55,0,2.71
ph,looc,13.720363,120.249821,86,70,40,6.93
us,stanford,37.4241667,-122.165,61.43,100,88,4.05
br,itaborai,-22.75,-42.866667,78.8,88,75,13.87
gb,bridge of earn,56.333332999999996,-3.4,42.64,81,75,20.8
cl,coronel,-37.016667,-73.133333,71.6,100,40,11.41
jp,nikko,36.75,139.616667,34.79,67,20,12.55
si,trebnje,45.904166700000005,15.021666699999999,31.86,97,36,3.36
ph,tinongan,10.215,123.035278,82.4,84,64,2.48
np,bhaktapur,27.6666667,85.41666670000001,42.8,93,20,2.59
ru,dmitrovsk-orlovskiy,52.505,35.1464,12.2,87,80,11.1
co,bolivar,4.3387,-76.18341600000001,52.88,53,90,5.82
br,paranaiba,-19.666667,-51.183333000000005,75.87,91,44,2.59
ua,kushnytsya,48.439878,23.258162,20.52,72,48,2.15
pk,fort abbas,29.1925,72.853611,45.68,86,0,2.71
is,kopavogur,64.1,-21.916667,36.43,100,75,6.93
ca,souris,46.35,-62.25,8.6,78,20,3.36
us,saint augustine,29.894444399999998,-81.3147222,78.71,77,92,9.42
co,acacias,3.986946,-73.757971,69.48,82,24,1.92
pe,oyon,-10.668055599999999,-76.77305559999999,39.15,77,12,0.92
ch,sursee,47.170881,8.111132000000001,41,93,90,6.93
am,kaputan,40.3244444,44.6938889,33.8,92,90,2.59
ba,donja dubica,45.075,18.4113889,30.2,92,0,4.7
dk,brejning,55.6613,9.677033999999999,39.2,93,80,5.82
us,de pere,44.4488889,-88.0602778,42.01,65,90,13.87
ro,matei,46.983333,24.266667,20.28,92,36,2.59
us,jacksonville,33.8136111,-85.76138890000001,57.43,72,75,5.82
ru,kozhevnikovo,56.258889,83.971389,-18.9,57,48,2.71
uy,san jose,-34.3375,-56.7136111,74.61,92,88,6.73
hu,nagyhegyes,47.516667,21.416667,24.26,78,8,2.93
ro,pucheni,45.183333000000005,25.283333,8.6,77,0,2.04
gr,sperkhoyia,37.0666667,22.0666667,32,96,20,4.7
pk,kohlu,29.896151,69.251988,29.84,67,0,2.59
bf,gourcy,13.2166667,-2.35,58.41,55,8,4.61
ua,lazeshchyna,48.268516,24.420099,11.93,85,44,1.7
il,qesarya,32.507982,34.904866999999996,46.4,93,20,6.93
gr,varnavas,38.216666700000005,23.9166667,41.88,100,40,12.75
in,hirekerur,14.466667000000001,75.383333,66.2,67,0,7.4
cd,mbuji-mayi,-6.15,23.6,66.65,99,92,4.05
at,kindberg,47.5,15.45,25.61,100,90,3.36
ph,tabon,9.238773,117.994598,78.8,100,90,21.61
in,tekanpur,25.983333,78.266667,48.51,61,0,2.59
no,kristiansund,63.11666700000001,7.75,33.8,80,92,6.93
br,vitorino freire,-4.066667,-45.166667,73.4,96,68,3.04
ca,disraeli,45.9,-71.35,8.6,71,20,8.05
pt,bobadela,38.811436,-9.094114999999999,49.35,76,0,6.93
cl,santa cruz,-34.633333,-71.366667,49.55,81,1,3.36
fr,soisy-sous-montmorency,48.988126,2.301558,38.07,100,75,3.36
ro,crevedia,44.6,25.933332999999998,20.3,92,0,2.24
it,bussolengo,45.466667,10.85,43.3,81,75,2.24
ro,zimandu nou,46.283333,21.4,31.01,80,8,6.93
in,anantapur,14.683333,77.6,66.06,73,0,4.61
gq,malabo,3.75,8.7833333,55.49,77,20,4.72
ph,san antonio,8.689167,124.74166699999999,55.4,87,0,5.82
ro,mihaesti,45.116667,25.0,13.01,69,0,1.48
ro,zagar,46.35,24.616667,19.4,92,0,2.71
ro,hangu,47.05,26.033333,42.8,70,5,2.15
br,rio branco do sul,-25.166667,-49.3,60.8,93,90,9.17
in,nagothana,18.533333,73.133333,73.4,49,20,2.37
ru,bikin,46.816111,134.26,-0.18,54,24,8.19
br,iguatu,-6.366667,-39.3,69.44,99,92,3.04
ch,solothurn,47.206649,7.516605,41,93,90,1.12
ru,romanovka,60.044301000000004,30.713996999999996,1.62,71,8,8.52
id,driyorejo,-7.3659,112.6219,84.2,79,20,16.11
ru,mari-turek,56.789460999999996,49.623484999999995,8.33,82,76,15.01
ru,proletariy,58.434231000000004,31.704619,28.31,91,88,11.54
dk,espergaerde,56.0,12.566667,39.2,93,88,10.29
pl,karczew,52.078202000000005,21.250481,32,89,75,1.12
ru,oktyabrskiy,53.790399,39.476614,17.04,85,40,8.95
ca,sioux lookout,50.1,-91.916667,27.39,92,90,6.93
es,lora del rio,37.658961,-5.5275099999999995,41.34,83,0,6.4
ro,glodeni,45.016667,25.466667,21.2,92,90,8.05
bo,jorochito,-18.05,-63.4333333,73.4,94,75,3.36
br,castro alves,-12.75,-39.433333000000005,73.49,87,44,5.5
cl,rengo,-34.416667,-70.866667,66.2,52,0,3.36
pe,carhuamayo,-10.916666699999999,-76.0333333,32.99,100,8,2.93
pt,casteloes de cepeda,41.202647999999996,-8.335161,44.02,93,0,4.7
cn,laiwu,36.192778000000004,117.656944,21.2,62,88,4.5
ru,romanovskaya,47.5426,42.0285,15.53,93,56,12.66
br,tremembe,-22.966667,-45.55,69.8,88,40,6.93
ca,tuktoyaktuk,69.45,-133.066667,-4.76,76,90,4.7
in,simdega,22.616667,84.516667,55.8,47,0,7.96
es,valls,41.286117,1.249929,43.11,93,0,3.71
in,shujalpur,23.4,76.716667,51.8,66,0,4.7
jp,kameoka,35.0,135.583333,39.2,55,40,11.41
pl,wojkowice,50.370433,19.061742000000002,28.94,86,90,2.24
pl,wegrow,52.401958,22.016667,23.67,86,48,4.38
nz,coromandel,-36.766667,175.5,80.6,69,76,11.41
us,egypt lake-leto,28.016666700000002,-82.4955556,64.22,72,1,5.82
ru,izhmorskiy,56.193999999999996,86.6414,-30.78,53,48,3.04
ph,gabi,11.5956,123.3376,75.2,94,90,17.02
us,el sobrante,37.9772222,-122.29416670000002,53.96,84,0,1.03
do,barahona,18.2,-71.1,77.81,100,48,21.27
ph,aliaga,15.5,120.84299999999999,78.8,74,90,4.7
ph,sibulao,7.324545,122.241799,86,70,40,4.7
in,nellikkuppam,11.766667,79.68333299999999,73.35,100,0,8.19
ru,talnakh,69.4865,88.3972,-5.72,84,56,22.73
bj,cotonou,6.35,2.4333332999999997,80.6,83,20,4.7
co,juan de acosta,10.828133,-75.03341,80.6,78,40,13.87
ca,minnedosa,50.25,-99.833333,14,78,75,24.16
br,barbosa ferraz,-24.066667000000002,-52.05,75.2,78,0,9.17
mx,atlautla,19.016667,-98.783333,60.8,55,90,4.7
gb,pontypridd,51.601389000000005,-3.344722,43.36,93,76,10.29
ph,bacnar,15.8852,120.3415,82.85,78,76,10.2
ro,bretcu,46.05,26.3,5.9,61,0,1.92
ru,gudermes,43.35071,46.109246999999996,21.33,93,88,3.49
ro,vladesti,45.85,28.083333000000003,10.4,65,0,2.48
et,dire dawa,9.593055999999999,41.866111,57.2,54,5,6.93
no,skreia,60.65,10.933333,9.72,73,0,2.15
ph,maigo,8.1613,123.9583,83.03,95,8,5.5
tr,cumra,37.573197,32.774460999999995,28.4,86,90,13.87
td,melfi,11.0597222,17.9330556,39.2,80,20,3.36
bo,colomi,-17.35,-65.8666667,66.2,52,75,1.92
ph,tagbac,13.841656,120.088722,87.8,66,40,5.82
gr,palaiokhorion,40.95,24.1833333,28.4,74,0,6.93
ua,uhlove,44.821459999999995,33.604516,26.24,100,8,13.22
fr,athis-mons,48.705224,2.391474,37.67,93,40,3.36
fr,elbeuf,49.286688,1.002876,34.43,100,90,3.36
